gi|39933080:2131667-2131987.
gi|39933080:2131984-2132394.
gi|39933080:2132407-2132814.
gi|39933080:2132824-2133326.
gi|39933080:2133338-2133931.
gi|39933080:2134093-2134731.
gi|39933080:2136963-2137874.
gi|39933080:2137914-2138366.
gi|39933080:2141169-2145041.
gi|39933080:2128329-2129489.
gi|39933080:2120319-2120996.
gi|39933080:2121168-2122421.
gi|39933080:2118601-2119788.
AF189160.2
M64976.1
gi|6467532:61-1242.
gi|6467532:1428-2618.
gi|6467532:2866-3420.
gi|6467532:3452->3760.
RRC02401.
RRC03805.
RRC03806.
RRC04617.
ORF00001.	ORF02382	ORF00001
ORF00002.	ORF03525	ORF03202	ORF02381	ORF00987	ORF00002	ORF03036	ORF02740	ORF01534
ORF00003.	ORF01535	ORF00003
ORF00004.	ORF01536	ORF00004
ORF00005.	ORF01537	ORF00005
ORF00006.	ORF01538	ORF00006
ORF00007.	ORF01539	ORF00007
ORF00008.	ORF01540	ORF00008
ORF00009.	ORF01541	ORF00009
ORF00010.	ORF01542	ORF00010
ORF00011.	ORF03844	ORF00011
ORF00012.	ORF00012
ORF02002.	ORF02002
ORF02003.	ORF02003
ORF02004.	ORF02004
ORF02005.	ORF02005
ORF02006.	ORF02006
ORF02007.	ORF02007
ORF02008.	ORF02008
ORF02009.	ORF02009
ORF02010.	ORF02010
ORF02011.	ORF02011
ORF02012.	ORF02012
ORF02013.	ORF02013
ORF02014.	ORF02014
ORF02015.	ORF02015
ORF02016.	ORF02016
ORF02017.	ORF02017
ORF02018.	ORF02018
ORF02019.	ORF02019
ORF02020.	ORF02020
ORF02021.	ORF02021
ORF02022.	ORF02022	ORF03244
ORF02023.	ORF02023
ORF02024.	ORF02024
ORF02025.	ORF02025
ORF02026.	ORF02026	ORF00997
ORF02027.	ORF02027
ORF02028.	ORF02028
ORF02029.	ORF02029
ORF02030.	ORF02030
ORF02031.	ORF02031
ORF02032.	ORF02032
ORF02033.	ORF02033
ORF02034.	ORF02034
ORF02035.	ORF02035
ORF02036.	ORF02036
ORF02037.	ORF02037
ORF02038.	ORF02038
ORF02039.	ORF02039
ORF02040.	ORF02040
ORF02041.	ORF02041
ORF02042.	ORF02042
ORF02043.	ORF02043
ORF02044.	ORF02044
ORF02045.	ORF02045
ORF02046.	ORF02046
ORF02047.	ORF02047
ORF02048.	ORF02048
ORF02049.	ORF02049
ORF02050.	ORF02050
ORF02051.	ORF02051
ORF02052.	ORF02052
ORF02053.	ORF02053
ORF02054.	ORF02054
ORF02055.	ORF02055
ORF02056.	ORF02056
ORF02057.	ORF02057
ORF02058.	ORF02058
ORF02059.	ORF02059
ORF02060.	ORF02060
ORF02061.	ORF02061
ORF02062.	ORF02062
ORF02063.	ORF02063
ORF02064.	ORF02064
ORF02065.	ORF02065
ORF02066.	ORF02066
ORF02067.	ORF02067
ORF02068.	ORF02068
ORF02069.	ORF02069	ORF03918
ORF02070.	ORF02070
ORF02071.	ORF02071
ORF02072.	ORF02072
ORF02073.	ORF02073
ORF02074.	ORF02074
ORF02075.	ORF02075
ORF02076.	ORF02076
ORF02077.	ORF02077
ORF02078.	ORF02078
ORF02079.	ORF02079
ORF02080.	ORF02080
ORF02081.	ORF02081
ORF02082.	ORF02082
ORF02083.	ORF02083
ORF02084.	ORF02084
ORF02085.	ORF02085
ORF02086.	ORF02086
ORF02087.	ORF02087
ORF02088.	ORF02088
ORF02089.	ORF02089
ORF02090.	ORF02090
ORF02091.	ORF02091
ORF02092.	ORF02092
ORF02093.	ORF02093
ORF02094.	ORF02094
ORF02095.	ORF02095
ORF02096.	ORF02096
ORF02097.	ORF02097
ORF02098.	ORF02098
ORF02099.	ORF02099
ORF02100.	ORF02100	ORF03876
ORF02101.	ORF02101
ORF02102.	ORF02102
ORF02103.	ORF02103
ORF02104.	ORF02104
ORF02105.	ORF02105
ORF02106.	ORF02106
ORF02107.	ORF02107
ORF02108.	ORF02108
ORF02109.	ORF02109
ORF02110.	ORF02110
ORF02111.	ORF02111
ORF02112.	ORF02112
ORF02113.	ORF02113
ORF02114.	ORF02114
ORF02115.	ORF02115
ORF02116.	ORF02116
ORF02117.	ORF02117
ORF02118.	ORF02118
ORF02119.	ORF02119
ORF02121.	ORF02121	ORF02120
ORF02122.	ORF02122
ORF02123.	ORF02123
ORF02124.	ORF02124
ORF02125.	ORF02125
ORF02126.	ORF02126
ORF02127.	ORF02127
ORF02128.	ORF02128
ORF02129.	ORF02129
ORF02130.	ORF02130
ORF02131.	ORF02131
ORF02132.	ORF02132
ORF02133.	ORF02133
ORF02134.	ORF02134
ORF02135.	ORF02135
ORF02136.	ORF02136
ORF02137.	ORF02137
ORF02138.	ORF02138
ORF02139.	ORF02139	ORF02140
ORF02140.	ORF02140	ORF02139
ORF02141.	ORF02141
ORF02142.	ORF02142
ORF02143.	ORF02143
ORF02144.	ORF02144
ORF02145.	ORF02145
ORF02146.	ORF02146
ORF02147.	ORF02147
ORF02148.	ORF02148
ORF02149.	ORF02149
ORF02150.	ORF02150
ORF02151.	ORF02151
ORF02152.	ORF02152
ORF02153.	ORF02153
ORF02154.	ORF02154
ORF02155.	ORF02155
ORF02156.	ORF02156
ORF02157.	ORF02157
ORF02158.	ORF02158
ORF02159.	ORF02159
ORF02160.	ORF02160
ORF02161.	ORF02161	ORF01409
ORF02162.	ORF02162
ORF02163.	ORF02163
ORF02164.	ORF02164
ORF02165.	ORF02165
ORF02166.	ORF02166
ORF02167.	ORF02167
ORF02168.	ORF02168
ORF02169.	ORF02169
ORF02170.	ORF02170
ORF02171.	ORF02171
ORF02172.	ORF02172
ORF02173.	ORF02173
ORF02174.	ORF02174
ORF02175.	ORF02175
ORF02176.	ORF02176
ORF02177.	ORF02177
ORF02178.	ORF02178
ORF02179.	ORF02179
ORF02180.	ORF02180
ORF02181.	ORF02181
ORF02182.	ORF02182
ORF02183.	ORF02183
ORF02184.	ORF02184
ORF02185.	ORF02185
ORF02186.	ORF02186
ORF02187.	ORF02187
ORF02188.	ORF02188
ORF02189.	ORF02189
ORF02190.	ORF02190
ORF02191.	ORF02191
ORF02192.	ORF02192	ORF03464
ORF02193.	ORF02193
ORF02194.	ORF02194
ORF02195.	ORF02195
ORF02196.	ORF02196
ORF02197.	ORF02197	ORF02213
ORF02198.	ORF02198
ORF02199.	ORF02199
ORF02200.	ORF02200
ORF02201.	ORF02201
ORF02202.	ORF02202
ORF02203.	ORF02203
ORF02204.	ORF02204
ORF02205.	ORF02205
ORF02206.	ORF02206
ORF02207.	ORF02207
ORF02208.	ORF02208
ORF02209.	ORF02209
ORF02210.	ORF02210
ORF02211.	ORF02211
ORF02212.	ORF02212
ORF02213.	ORF02213
ORF02214.	ORF02214
ORF02215.	ORF02215
ORF02216.	ORF02216
ORF02217.	ORF02217
ORF02218.	ORF02218
ORF02219.	ORF02219
ORF02220.	ORF02220
ORF02221.	ORF02221
ORF02222.	ORF02222
ORF02223.	ORF02223
ORF02224.	ORF02224
ORF02225.	ORF02225
ORF02226.	ORF02226
ORF02227.	ORF02227
ORF02228.	ORF02228
ORF02229.	ORF02229
ORF02230.	ORF02230
ORF02231.	ORF02231
ORF02232.	ORF02232
ORF02233.	ORF02233
ORF02234.	ORF02234
ORF02235.	ORF02235
ORF02236.	ORF02236
ORF02237.	ORF02237
ORF02238.	ORF02238
ORF02239.	ORF02239
ORF02240.	ORF02240
ORF02241.	ORF02241
ORF02242.	ORF02242
ORF02243.	ORF02243
ORF02244.	ORF02244
ORF02245.	ORF02245
ORF02246.	ORF02246
ORF02247.	ORF02247
ORF02248.	ORF02248
ORF02249.	ORF02249
ORF02250.	ORF02250
ORF02251.	ORF02251
ORF02252.	ORF02252
ORF02253.	ORF02253
ORF02254.	ORF02254
ORF02255.	ORF02255
ORF02256.	ORF02256
ORF02257.	ORF02257
ORF02258.	ORF02258
ORF02259.	ORF02259
ORF02260.	ORF02260
ORF02261.	ORF02261
ORF02262.	ORF02262
ORF02263.	ORF02263
ORF02264.	ORF02264
ORF02265.	ORF02265
ORF02266.	ORF02266
ORF02267.	ORF02267
ORF02268.	ORF02268
ORF02269.	ORF02269
ORF02270.	ORF02270
ORF02271.	ORF02271
ORF02272.	ORF02272
ORF02273.	ORF02273
ORF02274.	ORF02274
ORF02275.	ORF02275
ORF02276.	ORF02276
ORF02277.	ORF02277
ORF02278.	ORF02278
ORF02279.	ORF02279
ORF02280.	ORF02280
ORF02281.	ORF02281
ORF02282.	ORF02282
ORF02283.	ORF02283
ORF02284.	ORF02284
ORF02285.	ORF02285
ORF02286.	ORF02286
ORF02287.	ORF02287
ORF02288.	ORF02288
ORF02289.	ORF02289
ORF02290.	ORF02290
ORF02291.	ORF02291
ORF02292.	ORF02292
ORF02293.	ORF02293
ORF02294.	ORF02294
ORF02295.	ORF02295
ORF02296.	ORF02296
ORF02297.	ORF02297
ORF02298.	ORF02298
ORF02299.	ORF02299
ORF02300.	ORF02300
ORF02301.	ORF02301
ORF02302.	ORF02302
ORF02303.	ORF02303
ORF02305.	ORF02305
ORF02306.	ORF02306
ORF02307.	ORF02307
ORF02308.	ORF02308
ORF02309.	ORF02309
ORF02310.	ORF02310
ORF02311.	ORF02311
ORF02312.	ORF02312
ORF02313.	ORF02313
ORF02314.	ORF02314
ORF02315.	ORF02315
ORF02316.	ORF02316
ORF02317.	ORF02317
ORF02318.	ORF02318	ORF02332
ORF02319.	ORF02319
ORF02320.	ORF02320
ORF02321.	ORF02321
ORF02322.	ORF02322
ORF02323.	ORF02323
ORF02324.	ORF02324
ORF02325.	ORF02325
ORF02326.	ORF02326
ORF02327.	ORF02327
ORF02328.	ORF02328
ORF02329.	ORF02329
ORF02330.	ORF02330
ORF02331.	ORF02331
ORF02332.	ORF02332
ORF02333.	ORF02333
ORF02334.	ORF02334
ORF02335.	ORF02335
ORF02336.	ORF02336
ORF02337.	ORF02337
ORF02338.	ORF02338
ORF02339.	ORF02339
ORF02340.	ORF02340
ORF02341.	ORF02341
ORF02342.	ORF02342	ORF03808
ORF02343.	ORF02343
ORF02344.	ORF02344
ORF02345.	ORF02345
ORF02346.	ORF02346
ORF02348.	ORF02348
ORF02349.	ORF02349
ORF02350.	ORF02350
ORF02351.	ORF02351
ORF02352.	ORF02352
ORF02353.	ORF02353
ORF02354.	ORF02354
ORF02355.	ORF02355
ORF02356.	ORF02356
ORF02357.	ORF02357
ORF02358.	ORF02358
ORF02359.	ORF02359
ORF02360.	ORF02360
ORF02361.	ORF02361
ORF02362.	ORF02362
ORF02363.	ORF02363
ORF02364.	ORF02364
ORF02365.	ORF02365
ORF02366.	ORF02366
ORF02367.	ORF02367
ORF02368.	ORF02368
ORF02369.	ORF02369
ORF02370.	ORF02370
ORF02371.	ORF02371
ORF02372.	ORF02372
ORF02373.	ORF02373
ORF02374.	ORF02374
ORF02375.	ORF02375
ORF02376.	ORF02376
ORF02377.	ORF02377
ORF02378.	ORF02378
ORF02379.	ORF02379
ORF02380.	ORF02380
ORF02382.	ORF02382
ORF02383.	ORF02383
ORF02384.	ORF02384
ORF02385.	ORF02385
ORF02386.	ORF02386
ORF02387.	ORF02387
ORF02388.	ORF02388
ORF02389.	ORF02389
ORF02390.	ORF02390
ORF02391.	ORF02391
ORF02392.	ORF02392
ORF02393.	ORF02393
ORF02394.	ORF02394
ORF02395.	ORF02395
ORF02396.	ORF02396
ORF02397.	ORF02397
ORF02398.	ORF02398
ORF02399.	ORF02399
ORF02400.	ORF02400
ORF02401.	ORF02401
ORF02402.	ORF02402
ORF02403.	ORF02403
ORF02404.	ORF02404
ORF02405.	ORF02405
ORF02406.	ORF02406
ORF02407.	ORF02407
ORF02408.	ORF02408
ORF02409.	ORF02409
ORF02410.	ORF02410	ORF03371
ORF02411.	ORF02411
ORF02412.	ORF02412
ORF02413.	ORF02413
ORF02414.	ORF02414
ORF02415.	ORF02415
ORF02416.	ORF02416
ORF02417.	ORF02417
ORF02418.	ORF02418
ORF02419.	ORF02419
ORF02420.	ORF02420
ORF02421.	ORF02421
ORF02422.	ORF02422
ORF02423.	ORF02423
ORF02424.	ORF02424	ORF00184
ORF02425.	ORF02425
ORF02426.	ORF02426
ORF02427.	ORF02427
ORF02428.	ORF02428
ORF02429.	ORF02429
ORF02430.	ORF02430
ORF02431.	ORF02431
ORF02432.	ORF02432
ORF02433.	ORF02433
ORF02434.	ORF02434
ORF02435.	ORF02435
ORF02436.	ORF02436
ORF02437.	ORF02437
ORF02438.	ORF02438
ORF02439.	ORF02439
ORF02440.	ORF02440
ORF02441.	ORF02441
ORF02442.	ORF02442
ORF02443.	ORF02443
ORF02444.	ORF02444
ORF02445.	ORF02445
ORF02446.	ORF02446
ORF02447.	ORF02447
ORF02448.	ORF02448
ORF02449.	ORF02449
ORF02450.	ORF02450
ORF02451.	ORF02451
ORF02452.	ORF02452
ORF02453.	ORF02453
ORF02454.	ORF02454
ORF02455.	ORF02455
ORF02456.	ORF02456
ORF02457.	ORF02457
ORF02458.	ORF02458
ORF02459.	ORF02459
ORF02460.	ORF02460
ORF02461.	ORF02461
ORF02462.	ORF02462
ORF02463.	ORF02463
ORF02464.	ORF02464
ORF02465.	ORF02465
ORF02466.	ORF02466
ORF02467.	ORF02467
ORF02468.	ORF02468
ORF02469.	ORF02469
ORF02470.	ORF02470
ORF02471.	ORF02471
ORF02472.	ORF02472
ORF02473.	ORF02473
ORF02474.	ORF02474
ORF02475.	ORF02475
ORF02476.	ORF02476
ORF02477.	ORF02477
ORF02478.	ORF02478
ORF02479.	ORF02479
ORF02480.	ORF02480
ORF02481.	ORF02481
ORF02482.	ORF02482
ORF02483.	ORF02483
ORF02484.	ORF02484
ORF02485.	ORF02485
ORF02486.	ORF02486
ORF02487.	ORF02487
ORF02488.	ORF02488
ORF02489.	ORF02489
ORF02490.	ORF02490
ORF02491.	ORF02491
ORF02492.	ORF02492
ORF02493.	ORF02493
ORF02494.	ORF02494
ORF02495.	ORF02495
ORF02496.	ORF02496
ORF02497.	ORF02497
ORF02498.	ORF02498
ORF02499.	ORF02499
ORF02500.	ORF02500
ORF02501.	ORF02501
ORF02502.	ORF02502
ORF02503.	ORF02503
ORF02504.	ORF02504
ORF02505.	ORF02505
ORF02506.	ORF02506
ORF02507.	ORF02507
ORF02508.	ORF02508
ORF02509.	ORF02509
ORF02510.	ORF02510
ORF02511.	ORF02511
ORF02512.	ORF02512
ORF02513.	ORF02513
ORF02514.	ORF02514
ORF02515.	ORF02515
ORF02516.	ORF02516
ORF02517.	ORF02517
ORF02518.	ORF02518
ORF02519.	ORF02519	ORF02930
ORF02520.	ORF02520
ORF02521.	ORF02521
ORF02522.	ORF02522
ORF02523.	ORF02523
ORF02524.	ORF02524
ORF02525.	ORF02525
ORF02526.	ORF02526
ORF02527.	ORF02527
ORF02528.	ORF02528
ORF02529.	ORF02529
ORF02530.	ORF02530
ORF02531.	ORF02531
ORF02532.	ORF02532
ORF02533.	ORF02533
ORF02534.	ORF02534
ORF02535.	ORF02535
ORF02536.	ORF02536
ORF02537.	ORF02537
ORF02538.	ORF02538
ORF02539.	ORF02539
ORF02540.	ORF02540
ORF02541.	ORF02541
ORF02542.	ORF02542
ORF02543.	ORF02543
ORF02544.	ORF02544
ORF02545.	ORF02545
ORF02546.	ORF02546
ORF02547.	ORF02547
ORF02548.	ORF02548
ORF02549.	ORF02549
ORF02550.	ORF02550
ORF02551.	ORF02551
ORF02552.	ORF02552
ORF02553.	ORF02553
ORF02554.	ORF02554
ORF02555.	ORF02555	ORF01361
ORF02556.	ORF02556
ORF02557.	ORF02557
ORF02558.	ORF02558
ORF02559.	ORF02559
ORF02560.	ORF02560
ORF02561.	ORF02561
ORF02562.	ORF02562
ORF02563.	ORF02563	ORF03638
ORF02564.	ORF02564
ORF02565.	ORF02565
ORF02566.	ORF02566
ORF02567.	ORF02567
ORF02568.	ORF02568
ORF02569.	ORF02569
ORF02570.	ORF02570
ORF02571.	ORF02571
ORF02572.	ORF02572
ORF02573.	ORF02573
ORF02574.	ORF02574
ORF02575.	ORF02575
ORF02576.	ORF02576
ORF02577.	ORF02577
ORF02578.	ORF02578
ORF02579.	ORF02579
ORF02580.	ORF02580
ORF02581.	ORF02581
ORF02582.	ORF02582
ORF02583.	ORF02583
ORF02584.	ORF02584
ORF02585.	ORF02585
ORF02586.	ORF02586
ORF02587.	ORF02587
ORF02588.	ORF02588
ORF02589.	ORF02589
ORF02590.	ORF02590
ORF02591.	ORF02591
ORF02592.	ORF02592
ORF02593.	ORF02593
ORF02594.	ORF02594
ORF02595.	ORF02595
ORF02596.	ORF02596
ORF02597.	ORF02597
ORF02598.	ORF02598
ORF02599.	ORF02599
ORF02600.	ORF02600
ORF02601.	ORF02601
ORF02602.	ORF02602
ORF02603.	ORF02603
ORF02604.	ORF02604
ORF02605.	ORF02605
ORF02606.	ORF02606
ORF02607.	ORF02607
ORF02608.	ORF02608
ORF02609.	ORF02609
ORF02610.	ORF02610
ORF02611.	ORF02611
ORF02612.	ORF02612
ORF02613.	ORF02613
ORF02614.	ORF02614
ORF02615.	ORF02615
ORF02616.	ORF02616
ORF02617.	ORF02617
ORF02618.	ORF02618
ORF02619.	ORF02619
ORF02620.	ORF02620
ORF02621.	ORF02621
ORF02622.	ORF02622
ORF02623.	ORF02623
ORF02624.	ORF02624
ORF02625.	ORF02625
ORF02626.	ORF02626
ORF02627.	ORF02627
ORF02628.	ORF02628
ORF02629.	ORF02629
ORF02630.	ORF02630
ORF02631.	ORF02631
ORF02632.	ORF02632
ORF02633.	ORF02633
ORF02634.	ORF02634
ORF02635.	ORF02635
ORF02636.	ORF02636
ORF02637.	ORF02637
ORF02638.	ORF02638
ORF02639.	ORF02639
ORF02640.	ORF02640
ORF02641.	ORF02641
ORF02642.	ORF02642
ORF02643.	ORF02643
ORF02644.	ORF02644
ORF02645.	ORF02645
ORF02646.	ORF02646
ORF02647.	ORF02647
ORF02648.	ORF02648
ORF02649.	ORF02649
ORF02650.	ORF02650
ORF02651.	ORF02651
ORF02652.	ORF02652
ORF02653.	ORF02653
ORF02654.	ORF02654
ORF02656.	ORF02656
ORF02657.	ORF02657
ORF02658.	ORF02658
ORF02659.	ORF02659
ORF02660.	ORF02660
ORF02661.	ORF02661
ORF02662.	ORF02662
ORF02663.	ORF02663
ORF02664.	ORF02664
ORF02665.	ORF02665
ORF02666.	ORF02666
ORF02667.	ORF02667
ORF02668.	ORF02668
ORF02669.	ORF02669
ORF02670.	ORF02670
ORF02671.	ORF02671
ORF02672.	ORF02672
ORF02673.	ORF02673
ORF02674.	ORF02674
ORF02675.	ORF02675
ORF02676.	ORF02676
ORF02677.	ORF02677
ORF02678.	ORF02678
ORF02679.	ORF02679
ORF02680.	ORF02680
ORF02681.	ORF02681
ORF02682.	ORF02682
ORF02683.	ORF02683
ORF02684.	ORF02684
ORF02685.	ORF02685
ORF02686.	ORF02686
ORF02687.	ORF02687	ORF01662	ORF03619	ORF00477
ORF02689.	ORF02689
ORF02690.	ORF02690
ORF02691.	ORF02691
ORF02692.	ORF02692
ORF02693.	ORF02693	ORF02436
ORF02694.	ORF02694
ORF02695.	ORF02695
ORF02696.	ORF02696
ORF02697.	ORF02697
ORF02698.	ORF02698
ORF02699.	ORF02699
ORF02700.	ORF02700
ORF02701.	ORF02701
ORF02702.	ORF02702
ORF02703.	ORF02703	ORF03247
ORF02704.	ORF02704
ORF02705.	ORF02705
ORF02706.	ORF02706
ORF02707.	ORF02707
ORF02708.	ORF02708
ORF02709.	ORF02709
ORF02710.	ORF02710
ORF02711.	ORF02711
ORF02712.	ORF02712
ORF02713.	ORF02713
ORF02714.	ORF02714
ORF02715.	ORF02715
ORF02716.	ORF02716
ORF02717.	ORF02717
ORF02718.	ORF02718
ORF02719.	ORF02719
ORF02720.	ORF02720
ORF02721.	ORF02721
ORF02722.	ORF02722
ORF02723.	ORF02723
ORF02724.	ORF02724
ORF02725.	ORF02725
ORF02726.	ORF02726
ORF02727.	ORF02727
ORF02728.	ORF02728
ORF02729.	ORF02729
ORF02730.	ORF02730
ORF02731.	ORF02731	ORF03681	ORF00289
ORF02732.	ORF02732
ORF02733.	ORF02733
ORF02734.	ORF02734
ORF02735.	ORF02735
ORF02736.	ORF02736
ORF02737.	ORF02737	ORF01236
ORF02738.	ORF02738
ORF02739.	ORF02739
ORF02741.	ORF02741
ORF02742.	ORF02742
ORF02743.	ORF02743
ORF02744.	ORF02744
ORF02745.	ORF02745	ORF03503
ORF02746.	ORF02746
ORF02747.	ORF02747
ORF02748.	ORF02748
ORF02749.	ORF02749
ORF02750.	ORF02750
ORF02751.	ORF02751
ORF02752.	ORF02752
ORF02753.	ORF02753
ORF02754.	ORF02754
ORF02755.	ORF02755
ORF02756.	ORF02756
ORF02757.	ORF02757
ORF02758.	ORF02758
ORF02759.	ORF02759
ORF02760.	ORF02760
ORF02761.	ORF02761
ORF02762.	ORF02762
ORF02763.	ORF02763
ORF02764.	ORF02764
ORF02765.	ORF02765
ORF02766.	ORF02766
ORF02767.	ORF02767
ORF02768.	ORF02768
ORF02769.	ORF02769
ORF02770.	ORF02770
ORF02771.	ORF02771
ORF02772.	ORF02772
ORF02773.	ORF02773
ORF02774.	ORF02774
ORF02775.	ORF02775
ORF02776.	ORF02776
ORF02777.	ORF02777
ORF02778.	ORF02778
ORF02779.	ORF02779
ORF02780.	ORF02780
ORF02781.	ORF02781
ORF02782.	ORF02782
ORF02783.	ORF02783
ORF02784.	ORF02784
ORF02785.	ORF02785
ORF02786.	ORF02786
ORF02787.	ORF02787
ORF02788.	ORF02788
ORF02789.	ORF02789
ORF02790.	ORF02790
ORF02791.	ORF02791
ORF02792.	ORF02792
ORF02793.	ORF02793
ORF02794.	ORF02794
ORF02795.	ORF02795
ORF02796.	ORF02796
ORF02797.	ORF02797
ORF02798.	ORF02798
ORF02799.	ORF02799	ORF00818
ORF02800.	ORF02800
ORF02801.	ORF02801
ORF02802.	ORF02802
ORF02803.	ORF02803
ORF02804.	ORF02804
ORF02805.	ORF02805
ORF02806.	ORF02806	ORF02461
ORF02807.	ORF02807
ORF02808.	ORF02808
ORF02809.	ORF02809
ORF02810.	ORF02810
ORF02811.	ORF02811
ORF02812.	ORF02812
ORF02813.	ORF02813
ORF02814.	ORF02814
ORF02815.	ORF02815
ORF02816.	ORF02816
ORF02817.	ORF02817
ORF02818.	ORF02818
ORF02819.	ORF02819
ORF02820.	ORF02820
ORF02821.	ORF02821
ORF02822.	ORF02822
ORF02823.	ORF02823
ORF02824.	ORF02824
ORF02825.	ORF02825
ORF02826.	ORF02826	tRNA-Ala-3	tRNA-Ala-1
ORF02827.	ORF02827
ORF02828.	ORF02828
ORF02829.	ORF02829
ORF02830.	ORF02830
ORF02831.	ORF02831
ORF02832.	ORF02832
ORF02833.	ORF02833
ORF02834.	ORF02834
ORF02835.	ORF02835
ORF02836.	ORF02836
ORF02837.	ORF02837
ORF02838.	ORF02838
ORF02839.	ORF02839
ORF02840.	ORF02840
ORF02841.	ORF02841	ORF02840
ORF02842.	ORF02842
ORF02843.	ORF02843
ORF02844.	ORF02844
ORF02845.	ORF02845
ORF02846.	ORF02846
ORF02847.	ORF02847
ORF02848.	ORF02848
ORF02849.	ORF02849
ORF02850.	ORF02850
ORF02851.	ORF02851
ORF02852.	ORF02852
ORF02853.	ORF02853
ORF02854.	ORF02854
ORF02855.	ORF02855
ORF02856.	ORF02856
ORF02857.	ORF02857
ORF02858.	ORF02858
ORF02859.	ORF02859
ORF02860.	ORF02860
ORF02861.	ORF02861
ORF02862.	ORF02862
ORF02863.	ORF02863
ORF02864.	ORF02864
ORF02865.	ORF02865
ORF02866.	ORF02866
ORF02867.	ORF02867
ORF02868.	ORF02868
ORF02869.	ORF02869
ORF02870.	ORF02870
ORF02871.	ORF02871
ORF02872.	ORF02872
ORF02873.	ORF02873	ORF02347	ORF02304	ORF01587	ORF00973	ORF00970
ORF02874.	ORF02874
ORF02875.	ORF02875
ORF02876.	ORF02876
ORF02877.	ORF02877
ORF02878.	ORF02878
ORF02879.	ORF02879
ORF02880.	ORF02880
ORF02881.	ORF02881
ORF02882.	ORF02882
ORF02883.	ORF02883
ORF02884.	ORF02884
ORF02885.	ORF02885
ORF02886.	ORF02886
ORF02887.	ORF02887	ORF02888
ORF02888.	ORF02888	ORF02887
ORF02889.	ORF02889	ORF02890
ORF02890.	ORF02890
ORF02891.	ORF02891
ORF02892.	ORF02892	ORF00387
ORF02893.	ORF02893
ORF02894.	ORF02894
ORF02895.	ORF02895
ORF02896.	ORF02896
ORF02897.	ORF02897
ORF02898.	ORF02898
ORF02899.	ORF02899
ORF02900.	ORF02900
ORF02901.	ORF02901
ORF02902.	ORF02902
ORF02903.	ORF02903
ORF02904.	ORF02904
ORF02905.	ORF02905
ORF02906.	ORF02906
ORF02907.	ORF02907
ORF02908.	ORF02908
ORF02909.	ORF02909
ORF02910.	ORF02910
ORF02911.	ORF02911
ORF02912.	ORF02912
ORF02913.	ORF02913
ORF02914.	ORF02914
ORF02915.	ORF02915
ORF02916.	ORF02916
ORF02917.	ORF02917
ORF02918.	ORF02918	ORF02917
ORF02919.	ORF02919
ORF02920.	ORF02920
ORF02921.	ORF02921
ORF02922.	ORF02922
ORF02923.	ORF02923
ORF02924.	ORF02924
ORF02925.	ORF02925
ORF02926.	ORF02926
ORF02927.	ORF02927
ORF02928.	ORF02928
ORF02929.	ORF02929
ORF02930.	ORF02930
ORF02931.	ORF02931
ORF02932.	ORF02932
ORF02933.	ORF02933
ORF02934.	ORF02934
ORF02935.	ORF02935
ORF02936.	ORF02936
ORF02937.	ORF02937
ORF02938.	ORF02938	ORF02103
ORF02939.	ORF02939
ORF02940.	ORF02940
ORF02941.	ORF02941
ORF02942.	ORF02942
ORF02943.	ORF02943
ORF02944.	ORF02944
ORF02945.	ORF02945
ORF02946.	ORF02946	ORF03056
ORF02947.	ORF02947
ORF02948.	ORF02948
ORF02949.	ORF02949
ORF02950.	ORF02950
ORF02951.	ORF02951
ORF02952.	ORF02952
ORF02953.	ORF02953
ORF02954.	ORF02954
ORF02955.	ORF02955
ORF02956.	ORF02956
ORF02957.	ORF02957
ORF02958.	ORF02958
ORF02959.	ORF02959
ORF02960.	ORF02960
ORF02961.	ORF02961	ORF02671
ORF02962.	ORF02962
ORF02963.	ORF02963
ORF02964.	ORF02964
ORF02965.	ORF02965
ORF02966.	ORF02966
ORF02967.	ORF02967
ORF02968.	ORF02968
ORF02969.	ORF02969
ORF02970.	ORF02970
ORF02971.	ORF02971
ORF02972.	ORF02972
ORF02973.	ORF02973
ORF02974.	ORF02974
ORF02975.	ORF02975
ORF02976.	ORF02976
ORF02977.	ORF02977
ORF02978.	ORF02978	ORF02977
ORF02979.	ORF02979
ORF02980.	ORF02980
ORF02981.	ORF02981
ORF02982.	ORF02982
ORF02983.	ORF02983
ORF02984.	ORF02984
ORF02985.	ORF02985
ORF02986.	ORF02986
ORF02987.	ORF02987
ORF02988.	ORF02988
ORF02989.	ORF02989
ORF02990.	ORF02990
ORF02991.	ORF02991
ORF02992.	ORF02992
ORF02993.	ORF02993
ORF02994.	ORF02994
ORF02995.	ORF02995
ORF02996.	ORF02996
ORF02997.	ORF02997
ORF02998.	ORF02998
ORF02999.	ORF02999
ORF03000.	ORF03000
ORF03001.	ORF03001
ORF03002.	ORF03002
ORF03003.	ORF03003
ORF03004.	ORF03004
ORF03005.	ORF03005
ORF03006.	ORF03006
ORF03007.	ORF03007
ORF03008.	ORF03008
ORF03009.	ORF03009	ORF03008
ORF03010.	ORF03010
ORF03011.	ORF03011
ORF03012.	ORF03012
ORF03013.	ORF03013
ORF03014.	ORF03014
ORF03015.	ORF03015
ORF03016.	ORF03016
ORF03017.	ORF03017
ORF03018.	ORF03018
ORF03019.	ORF03019
